Level	Item	Description	Revision	Type	Status	Engineering Item	Item Seq	Op Seq	Alternate	Engineering Bill	Comments	UOM	Basis	Quantity	Planning %	Yield	Extended Quantity	Effectivity Control	From	To	From Date	To Date	Implemented	ECO	Supply Type	Subinventory	Locator	Costed	Unit Cost	Extended Quantity	Extended Cost	Operation Seq	Manufacturing	Offset	Cumulative Manufacuturing	Cumulative Total	Optional	Mutually Exclusive	ATP	Min Qty	Max Qty	Sales Order Basis	Shippable	Include on Ship Docs	Required To Ship	Required For Revenue	
3	                5728003SMD	SMD RES.1/4W 5% 18R 1206	0	Purchased item	ACTIVEROHS		450	1				Pz	Item	1	100	.995	1.00502512562814070351758793969849246231	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.0085	1.00502512562814070351758793969849246231	.008542713567839195979899497487437185929635	1	96						*			None	*				
3	                5728008S06	SMD RESISTOR 1/16W 5% 47R 0603	0	Purchased item	ACTIVEROHS		460	1				Pz	Item	1	100	.985	1.01522842639593908629441624365482233503	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.002897959183673469387755102040816326530612	1.01522842639593908629441624365482233503	.002942090541800476535791981767326219828046	1	96						*			None	*				
3	                5728104S06	SMD RESIST.1/16W 5% 220ROHM  0603	0	Purchased item	ACTIVEROHS		470	1				Pz	Item	1	100	.98	1.02040816326530612244897959183673469388	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.002833333333333333333333333333333333333333	1.02040816326530612244897959183673469388	.002891156462585034013605442176870748299326	1	96						*			None	*				
3	                5728108S06	SMD RESISTOR 1/16W 5% 470R 0603	0	Purchased item	ACTIVEROHS		480	1				Pz	Item	2	100	.995	2.01005025125628140703517587939698492462	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.002909657320872274143302180685358255451713	2.01005025125628140703517587939698492462	.005848557428888993252868704895192473269766	1	96						*			None	*				
3	                5728200S06	SMD RESISTOR 1/16W 5% 1K 0603	0	Purchased item	ACTIVEROHS		490	1				Pz	Item	15	100	.995	15.07537688442211055276381909547738693467	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.002891826923076923076923076923076923076923	15.07537688442211055276381909547738693467	.0435953807499033629686896018554310011596	1	96						*			None	*				
3	                5728200S08	SMD RESIST.1/10W 5% 1K   0805	0	Purchased item	ACTIVEROHS		500	1				Pz	Item	1	100	.985	1.01522842639593908629441624365482233503	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.005535319148936170212765957446808510638298	1.01522842639593908629441624365482233503	.005619613349173776865752241062749756993222	1	96						*			None	*				
3	                5728202S06	SMD RESIST.1/16W 5% 1K5 OHM  0603	0	Purchased item	ACTIVEROHS		510	1				Pz	Item	3	100	.995	3.01507537688442211055276381909547738693	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.00283950617283950617283950617283950617284	3.01507537688442211055276381909547738693	.008561325144239717104038712078913083938198	1	96						*			None	*				
3	                5728202SMD	SMD RESIST.1/4W 5% 1K5   1206	0	Purchased item	ACTIVEROHS		520	1				Pz	Item	1	100	.99	1.01010101010101010101010101010101010101	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.01578	1.01010101010101010101010101010101010101	.0159393939393939393939393939393939393939	1	96						*			None	*				
3	                5728206S06	SMD RESIST.1/16W 5% 3K3 OHM  0603	0	Purchased item	ACTIVEROHS		530	1				Pz	Item	2	100	.995	2.01005025125628140703517587939698492462	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.002962025316455696202531645569620253164557	2.01005025125628140703517587939698492462	.005953819731569238598053558933910056612166	1	96						*			None	*				
3	                5728208S06	SMD RESISTOR 1/16W 5% 4K7  0603	0	Purchased item	ACTIVEROHS		540	1				Pz	Item	7	100	.995	7.03517587939698492462311557788944723618	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.002862762237762237762237762237762237762238	7.03517587939698492462311557788944723618	.0201400358435534314931299855922971500861	1	96						*			None	*				
3	                5728208SMD	SMD RESIST.1/4W 5% 4K7   1206	0	Purchased item	ACTIVEROHS		550	1				Pz	Item	1	100	.995	1.00502512562814070351758793969849246231	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.0086	1.00502512562814070351758793969849246231	.008643216080402010050251256281407035175866	1	96						*			None	*				
3	                5728209S06	SMD RESIST.1/16W 5% 5K6  0603	0	Purchased item	ACTIVEROHS		560	1				Pz	Item	1	100	.985	1.01522842639593908629441624365482233503	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.002866666666666666666666666666666666666667	1.01522842639593908629441624365482233503	.002910321489001692047377326565143824027086	1	96						*			None	*				
3	                5728300S06	SMD RESISTOR 1/16W 5% 10K  0603	0	Purchased item	ACTIVEROHS		570	1				Pz	Item	10	100	.995	10.05025125628140703517587939698492462312	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.002907926829268292682926829268292682926829	10.05025125628140703517587939698492462312	.0292253952690280671650937614903787228827	1	96						*			None	*				
3	                5728304S06	SMD RESIST.1/16W 5% 22K  0603	0	Purchased item	ACTIVEROHS		580	1				Pz	Item	3	100	.99	3.03030303030303030303030303030303030303	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.002885135135135135135135135135135135135135	3.03030303030303030303030303030303030303	.008742833742833742833742833742833742833742	1	96						*			None	*				
3	                5728308S06	SMD RESISTOR 1/16W 5% 47K  0603	0	Purchased item	ACTIVEROHS		590	1				Pz	Item	2	100	.99	2.02020202020202020202020202020202020202	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.002888888888888888888888888888888888888889	2.02020202020202020202020202020202020202	.005836139169472502805836139169472502805836	1	96						*			None	*				
3	                5728308SMD	SMD RESIST.1/4W 5% 47K   1206	0	Purchased item	ACTIVE		600	1				Pz	Item	1	100	.995	1.00502512562814070351758793969849246231	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.0382173913043478260869565217391304347826	1.00502512562814070351758793969849246231	.0384094384968319860170417303910858641031	1	96						*			None	*				
3	                5728400S06	SMD RESIST.1/16W 5% 100K   0603	0	Purchased item	ACTIVEROHS		610	1				Pz	Item	2	100	.995	2.01005025125628140703517587939698492462	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.00289047619047619047619047619047619047619	2.01005025125628140703517587939698492462	.005810002392916965781287389327590332615448	1	96						*			None	*				
3	                5728402S06	SMD RESIST.1/16W 5% 150K  0603	0	Purchased item	ACTIVEROHS		620	1				Pz	Item	2	100	.99	2.02020202020202020202020202020202020202	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.002909090909090909090909090909090909090909	2.02020202020202020202020202020202020202	.005876951331496786042240587695133149678603	1	96						*			None	*				
3	                5728600S06	SMD RESIST.1/16W 1% 100R  0603	0	Purchased item	ACTIVEROHS		630	1				Pz	Item	15	100	.995	15.07537688442211055276381909547738693467	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.003758169934640522875816993464052287581699	15.07537688442211055276381909547738693467	.056655828160409892600256182875160114297	1	96						*			None	*				
3	                5728644SMD	SMD RESIST. 1/8W 1% 825  1206  IN NASTRO	0	Purchased item	ACTIVE		640	1				Pz	Item	1	100	.97	1.03092783505154639175257731958762886598	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.0101666666666666666666666666666666666667	1.03092783505154639175257731958762886598	.0104810996563573883161512027491408934708	1	96						*			None	*				
3	                5728999S06	SMD RES.1/16W 1% 1K 0603	0	Purchased item	ACTIVEROHS		650	1				Pz	Item	2	100	.995	2.01005025125628140703517587939698492462	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.003732307692307692307692307692307692307692	2.01005025125628140703517587939698492462	.007502126014688828759180517974487823734043	1	96						*			None	*				
3	                5729021S06	SMD RESIST.1/16W 1% 2K55  0603	0	Purchased item	ACTIVE		660	1				Pz	Item	1	100	.97	1.03092783505154639175257731958762886598	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.01876	1.03092783505154639175257731958762886598	.0193402061855670103092783505154639175258	1	96						*			None	*				
3	                5729028S06	SMD RESIST.1/16W 1% 3K65  0603	0	Purchased item	ACTIVEROHS		670	1				Pz	Item	1	100	.99	1.01010101010101010101010101010101010101	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.003746341463414634146341463414634146341463	1.01010101010101010101010101010101010101	.003784183296378418329637841832963784183296	1	96						*			None	*				
3	                5729040S06	SMD RESIST.1/16W 1% 6K19  0603	0	Purchased item	ACTIVEROHS		680	1				Pz	Item	1	100	.995	1.00502512562814070351758793969849246231	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.0225333333333333333333333333333333333333	1.00502512562814070351758793969849246231	.0226465661641541038525963149078726968174	1	96						*			None	*				
3	                5729046S06	SMD RES.1/16W 1% 8K25 0603	0	Purchased item	ACTIVE		690	1				Pz	Item	1	100	.97	1.03092783505154639175257731958762886598	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.01785	1.03092783505154639175257731958762886598	.0184020618556701030927835051546391752577	1	96						*			None	*				
3	                5729051S06	SMD RESIST.1/16W 1% 9K53  0603	0	Purchased item	ACTIVE		700	1				Pz	Item	1	100	.97	1.03092783505154639175257731958762886598	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.003745454545454545454545454545454545454545	1.03092783505154639175257731958762886598	.003861293345829428303655107778819119025306	1	96						*			None	*				
3	                5729300S06	SMD RES.1/16W 1% 10K 0603	0	Purchased item	ACTIVEROHS		710	1				Pz	Item	2	100	.99	2.02020202020202020202020202020202020202	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.00374938053097345132743362831858407079646	2.02020202020202020202020202020202020202	.007574506123178689550370966300169839992848	1	96						*			None	*				
3	                5729318S06	SMD RESIST.1/16W 1% 22.6K  0603	0	Purchased item	ACTIVEROHS		720	1				Pz	Item	4	100	.99	4.04040404040404040404040404040404040404	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.003755844155844155844155844155844155844156	4.04040404040404040404040404040404040404	.0151751279024006296733569460842188114915	1	96		0	55			*			None	*				
3	                5729500S06	SMD RESIST.1/16W 1% 100K   0603	0	Purchased item	ACTIVEROHS		730	1				Pz	Item	1	100	.995	1.00502512562814070351758793969849246231	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.0038	1.00502512562814070351758793969849246231	.003819095477386934673366834170854271356778	1	96						*			None	*				
3	                5729721SMD	SMD RESISTOR ARRAY 10K 63MW 5%  4R/8PIN	0	Purchased item	ACTIVEROHS		740	1				Pz	Item	1	100	.995	1.00502512562814070351758793969849246231	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	.0152426116838487972508591065292096219931	1.00502512562814070351758793969849246231	.0153192077224611027646825191248337909478	1	96		0	40			*			None	*				
3	                60C507A042	PCB 01560F  MICRO COMFORT 230V	0	Purchased item	ACTIVEROHS		750	1				Pz	Item	1	100	1	1	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	4.80892507345739471106758080313418217434	1	4.80892507345739471106758080313418217434	1	30						*			None	*				
3	                6336002SMD	SMD RIS.CER. 8,29MHZ 3 PIN	0	Purchased item	ACTIVE		760	1				Pz	Item	1	100	.95	1.05263157894736842105263157894736842105	Date			23-NOV-2011 09:00:00		*		Operation Pull			*	1.53	1.05263157894736842105263157894736842105	1.61052631578947368421052631578947368421	1	84						*			None	*				
